date, pm25, pm10, o3, no2, so2, co,location
2024-10-04, 22, 30, 23, 11, , ,"egat, nonthaburi"
2024-10-05, 53, 34, 27, 8, , ,"egat, nonthaburi"
2024-10-06, 68, 35, 25, 10, , ,"egat, nonthaburi"
2024-10-07, 69, 39, 22, 13, , ,"egat, nonthaburi"
2024-10-08, 70, 15, 12, 11, , ,"egat, nonthaburi"
2024-10-09, 35, 31, 14, 12, , ,"egat, nonthaburi"
2024-10-10, 57, 25, 14, 10, , ,"egat, nonthaburi"
2024-10-11, 48, 35, 24, 8, , ,"egat, nonthaburi"
2024-10-12, 73, 21, 13, 8, , ,"egat, nonthaburi"
2024-10-13, 43, 25, 19, 9, , ,"egat, nonthaburi"
2024-10-14, 49, 29, 23, 13, , ,"egat, nonthaburi"
2024-10-15, 62, 26, 13, 14, , ,"egat, nonthaburi"
2024-10-16, 48, 23, 26, 11, , ,"egat, nonthaburi"
2024-10-17, 41, 18, 18, 9, , ,"egat, nonthaburi"
2024-10-18, 38, 18, 12, 9, , ,"egat, nonthaburi"
2024-10-19, 37, 10, 10, 7, , ,"egat, nonthaburi"
2024-10-20, 20, 15, 14, 9, , ,"egat, nonthaburi"
2024-10-21, 31, 22, 17, 13, , ,"egat, nonthaburi"
2024-10-22, 44, 19, 18, 6, , ,"egat, nonthaburi"
2024-10-23, 41, 34, 22, 14, , ,"egat, nonthaburi"
2024-10-24, 64, 42, 20, 13, , ,"egat, nonthaburi"
2024-10-25, 85, 27, 17, 9, , ,"egat, nonthaburi"
2024-10-26, 48, 20, 13, 5, , ,"egat, nonthaburi"
2024-10-27, 35, 21, 18, 8, , ,"egat, nonthaburi"
2024-10-28, 42, 27, 26, 9, , ,"egat, nonthaburi"
2024-10-29, 50, 24, 24, 12, , ,"egat, nonthaburi"
2024-10-30, 47, 28, 20, 12, , ,"egat, nonthaburi"
2024-10-31, 54, 27, 18, 11, , ,"egat, nonthaburi"
2024-07-01, 29, 19, 13, 3, , ,"egat, nonthaburi"
2024-07-02, 33, 24, 8, 4, , ,"egat, nonthaburi"
2024-07-03, 40, 22, 5, 5, , ,"egat, nonthaburi"
2024-07-04, 38, 11, 2, 3, , ,"egat, nonthaburi"
2024-07-05, 26, 21, 17, 2, , ,"egat, nonthaburi"
2024-07-06, 34, 18, 15, 2, , ,"egat, nonthaburi"
2024-07-07, 36, 21, 12, 4, , ,"egat, nonthaburi"
2024-07-08, 35, 24, 14, 4, , ,"egat, nonthaburi"
2024-07-09, 39, 26, 6, 5, , ,"egat, nonthaburi"
2024-07-10, 43, 23, 13, 2, , ,"egat, nonthaburi"
2024-07-11, 37, 22, 10, 3, , ,"egat, nonthaburi"
2024-07-12, 40, 22, 7, 4, , ,"egat, nonthaburi"
2024-07-13, 37, 21, 12, 2, , ,"egat, nonthaburi"
2024-07-14, 33, 23, 8, 3, , ,"egat, nonthaburi"
2024-07-15, 40, 24, 6, 4, , ,"egat, nonthaburi"
2024-07-16, 37, 22, 12, 4, , ,"egat, nonthaburi"
2024-07-17, 36, 20, 10, 6, , ,"egat, nonthaburi"
2024-07-18, 34, 20, 8, 6, , ,"egat, nonthaburi"
2024-07-19, 35, 18, 11, 5, , ,"egat, nonthaburi"
2024-07-20, 30, 25, 12, 7, , ,"egat, nonthaburi"
2024-07-21, 46, 25, 10, 6, , ,"egat, nonthaburi"
2024-07-22, 43, 33, 10, 6, , ,"egat, nonthaburi"
2024-07-23, 56, 18, 11, 5, , ,"egat, nonthaburi"
2024-07-24, 31, 17, 5, 6, , ,"egat, nonthaburi"
2024-07-25, 31, 23, 8, 6, , ,"egat, nonthaburi"
2024-07-26, 43, 21, 9, 5, , ,"egat, nonthaburi"
2024-07-27, 37, 15, 11, 3, , ,"egat, nonthaburi"
2024-07-28, 26, 15, 9, 4, , ,"egat, nonthaburi"
2024-07-29, 25, 19, 7, 7, , ,"egat, nonthaburi"
2024-07-30, 38, 23, 6, 6, , ,"egat, nonthaburi"
2024-07-31, 38, 23, 6, 4, , ,"egat, nonthaburi"
2024-08-01, 35, 25, 11, 10, , ,"egat, nonthaburi"
2024-08-02, 45, 27, 7, 10, , ,"egat, nonthaburi"
2024-08-03, 48, 19, 19, 7, , ,"egat, nonthaburi"
2024-08-04, 37, 18, 14, 6, , ,"egat, nonthaburi"
2024-08-05, 33, 23, 13, 6, , ,"egat, nonthaburi"
2024-08-06, 38, 20, 10, 10, , ,"egat, nonthaburi"
2024-08-07, 41, 20, 16, 8, , ,"egat, nonthaburi"
2024-08-08, 44, 17, 14, 5, , ,"egat, nonthaburi"
2024-08-09, 40, 15, 13, 3, , ,"egat, nonthaburi"
2024-08-10, 29, 15, 9, 4, , ,"egat, nonthaburi"
2024-08-11, 26, 16, 9, 3, , ,"egat, nonthaburi"
2024-08-12, 28, 17, 11, 7, , ,"egat, nonthaburi"
2024-08-13, 36, 20, 12, 6, , ,"egat, nonthaburi"
2024-08-14, 39, 19, 15, 6, , ,"egat, nonthaburi"
2024-08-15, 34, 18, 14, 7, , ,"egat, nonthaburi"
2024-08-16, 35, 16, 15, 4, , ,"egat, nonthaburi"
2024-08-17, 35, 15, 18, 4, , ,"egat, nonthaburi"
2024-08-18, 30, 15, 15, 5, , ,"egat, nonthaburi"
2024-08-19, 31, 16, 11, 7, , ,"egat, nonthaburi"
2024-08-20, 34, 18, 9, 7, , ,"egat, nonthaburi"
2024-08-21, 42, 20, 12, 8, , ,"egat, nonthaburi"
2024-08-22, 45, 18, 13, 7, , ,"egat, nonthaburi"
2024-08-23, 44, 20, 11, 8, , ,"egat, nonthaburi"
2024-08-24, 52, 15, 12, 7, , ,"egat, nonthaburi"
2024-08-25, 43, 16, 16, 6, , ,"egat, nonthaburi"
2024-08-26, 39, 17, 13, 7, , ,"egat, nonthaburi"
2024-08-27, 43, 12, 9, 7, , ,"egat, nonthaburi"
2024-08-28, 33, 14, 7, 6, , ,"egat, nonthaburi"
2024-08-29, 32, 17, 9, 8, , ,"egat, nonthaburi"
2024-08-30, 39, 15, 11, 6, , ,"egat, nonthaburi"
2024-08-31, 37, 13, 14, 4, , ,"egat, nonthaburi"
2024-09-01, 31, 9, 9, 7, , ,"egat, nonthaburi"
2024-09-02, 33, 8, 9, 6, , ,"egat, nonthaburi"
2024-09-03, 32, 15, 8, 8, , ,"egat, nonthaburi"
2024-09-04, 36, 23, 12, 6, , ,"egat, nonthaburi"
2024-09-05, 42, 16, 10, 4, , ,"egat, nonthaburi"
2024-09-06, 44, 22, 11, 6, , ,"egat, nonthaburi"
2024-09-07, 51, 20, 9, 4, , ,"egat, nonthaburi"
2024-09-08, 41, 22, 10, 6, , ,"egat, nonthaburi"
2024-09-09, 43, 27, 13, 6, , ,"egat, nonthaburi"
2024-09-10, 54, 21, 9, 6, , ,"egat, nonthaburi"
2024-09-11, 49, 16, 12, 7, , ,"egat, nonthaburi"
2024-09-12, 41, 20, 9, 8, , ,"egat, nonthaburi"
2024-09-16, 53, 28, 13, 9, , ,"egat, nonthaburi"
2024-09-17, 51, 16, 9, 9, , ,"egat, nonthaburi"
2024-09-18, 40, 16, 18, 7, , ,"egat, nonthaburi"
2024-09-19, 37, 12, 14, 8, , ,"egat, nonthaburi"
2024-09-20, 19, 18, 9, 13, , ,"egat, nonthaburi"
2024-09-21, 41, 15, 12, 6, , ,"egat, nonthaburi"
2024-09-22, 33, 17, 12, 11, , ,"egat, nonthaburi"
2024-09-23, 34, 19, 7, 11, , ,"egat, nonthaburi"
2024-09-24, 30, 22, 11, 14, , ,"egat, nonthaburi"
2024-09-25, 44, 26, 14, 13, , ,"egat, nonthaburi"
2024-09-26, 51, 31, 15, 14, , ,"egat, nonthaburi"
2024-09-27, 67, 25, 16, 14, , ,"egat, nonthaburi"
2024-09-28, 55, 13, 15, 4, , ,"egat, nonthaburi"
2024-09-29, 25, 11, 12, 5, , ,"egat, nonthaburi"
2024-09-30, 19, 14, 8, 8, , ,"egat, nonthaburi"
2024-04-01, 94, 42, 20, 3, , ,"egat, nonthaburi"
2024-04-02, 78, 33, 17, 3, , ,"egat, nonthaburi"
2024-04-03, 81, 38, 15, 3, , ,"egat, nonthaburi"
2024-04-04, 75, 42, 14, 3, , ,"egat, nonthaburi"
2024-04-05, 80, 35, 16, 1, , ,"egat, nonthaburi"
2024-04-06, 75, 33, 16, 2, , ,"egat, nonthaburi"
2024-04-07, 66, 32, 18, 2, , ,"egat, nonthaburi"
2024-04-08, 65, 30, 15, 5, , ,"egat, nonthaburi"
2024-04-09, 52, 34, 21, 5, , ,"egat, nonthaburi"
2024-04-10, 77, 57, 41, 6, , ,"egat, nonthaburi"
2024-04-11, 138, 36, 25, , , ,"egat, nonthaburi"
2024-04-12, 85, 32, 21, 2, , ,"egat, nonthaburi"
2024-04-13, 76, 31, 18, 2, , ,"egat, nonthaburi"
2024-04-14, 76, 30, 18, , , ,"egat, nonthaburi"
2024-04-15, 75, 24, 19, , , ,"egat, nonthaburi"
2024-04-16, 69, 29, 19, 1, , ,"egat, nonthaburi"
2024-04-17, 67, 35, 27, 4, , ,"egat, nonthaburi"
2024-04-18, 77, 40, 29, 5, , ,"egat, nonthaburi"
2024-04-19, 91, 46, 33, 5, , ,"egat, nonthaburi"
2024-04-20, 108, 56, 30, 3, , ,"egat, nonthaburi"
2024-04-21, 106, 46, 21, 1, , ,"egat, nonthaburi"
2024-04-22, 93, 35, 17, 2, , ,"egat, nonthaburi"
2024-04-23, 79, 26, 16, 2, , ,"egat, nonthaburi"
2024-04-24, 61, 22, 19, 3, , ,"egat, nonthaburi"
2024-04-25, 48, 23, 18, 3, , ,"egat, nonthaburi"
2024-04-26, 51, 32, 20, 4, , ,"egat, nonthaburi"
2024-04-27, 64, 22, 13, , , ,"egat, nonthaburi"
2024-04-28, 50, 25, 13, 2, , ,"egat, nonthaburi"
2024-04-29, 51, 43, 29, 4, , ,"egat, nonthaburi"
2024-04-30, 86, 46, 30, 2, , ,"egat, nonthaburi"
2024-05-01, 108, 48, 18, 2, , ,"egat, nonthaburi"
2024-05-02, 98, 42, 19, 2, , ,"egat, nonthaburi"
2024-05-03, 91, 39, 20, 1, , ,"egat, nonthaburi"
2024-05-04, 86, 43, 28, 2, , ,"egat, nonthaburi"
2024-05-05, 96, 44, 18, 1, , ,"egat, nonthaburi"
2024-05-06, 94, 27, 12, 12, , ,"egat, nonthaburi"
2024-05-07, 62, 27, 36, 12, , ,"egat, nonthaburi"
2024-05-08, 65, 32, 18, 11, , ,"egat, nonthaburi"
2024-05-09, 68, 22, 22, 6, , ,"egat, nonthaburi"
2024-05-10, 55, 23, 16, 6, , ,"egat, nonthaburi"
2024-05-11, 54, 30, 27, 4, , ,"egat, nonthaburi"
2024-05-12, 72, 24, 19, 6, , ,"egat, nonthaburi"
2024-05-13, 55, 28, 31, 7, , ,"egat, nonthaburi"
2024-05-14, 64, 44, 41, 10, , ,"egat, nonthaburi"
2024-05-15, 99, 28, 18, 7, , ,"egat, nonthaburi"
2024-05-16, 66, 21, 19, 3, , ,"egat, nonthaburi"
2024-05-17, 49, 16, 9, 5, , ,"egat, nonthaburi"
2024-05-18, 50, 13, 15, 3, , ,"egat, nonthaburi"
2024-05-19, 39, 20, 15, 7, , ,"egat, nonthaburi"
2024-05-20, 46, 20, 9, 5, , ,"egat, nonthaburi"
2024-05-21, 40, 21, 17, 4, , ,"egat, nonthaburi"
2024-05-22, 44, 16, 6, 6, , ,"egat, nonthaburi"
2024-05-23, 32, 17, 9, 5, , ,"egat, nonthaburi"
2024-05-24, 31, 18, 8, 3, , ,"egat, nonthaburi"
2024-05-25, 31, 17, 9, 2, , ,"egat, nonthaburi"
2024-05-26, 28, 23, 14, 4, , ,"egat, nonthaburi"
2024-05-27, 41, 25, 15, 3, , ,"egat, nonthaburi"
2024-05-28, 44, 24, 13, 4, , ,"egat, nonthaburi"
2024-05-29, 48, 20, 15, 3, , ,"egat, nonthaburi"
2024-05-30, 41, 17, 15, 3, , ,"egat, nonthaburi"
2024-05-31, 38, 15, 10, 3, , ,"egat, nonthaburi"
2024-06-01, 27, 18, 12, 1, , ,"egat, nonthaburi"
2024-06-02, 28, 25, 12, 3, , ,"egat, nonthaburi"
2024-06-03, 46, 28, 12, 4, , ,"egat, nonthaburi"
2024-06-04, 49, 23, 14, 2, , ,"egat, nonthaburi"
2024-06-05, 37, 20, 12, 1, , ,"egat, nonthaburi"
2024-06-06, 37, 24, 9, 3, , ,"egat, nonthaburi"
2024-06-07, 41, 26, 14, 2, , ,"egat, nonthaburi"
2024-06-08, 47, 19, 13, 1, , ,"egat, nonthaburi"
2024-06-09, 34, 20, 7, 3, , ,"egat, nonthaburi"
2024-06-10, 31, 21, 13, 3, , ,"egat, nonthaburi"
2024-06-11, 34, 20, 9, 3, , ,"egat, nonthaburi"
2024-06-12, 31, 30, 15, 3, , ,"egat, nonthaburi"
2024-06-13, 52, 29, 15, 2, , ,"egat, nonthaburi"
2024-06-14, 47, 23, 15, 2, , ,"egat, nonthaburi"
2024-06-15, 44, 20, 14, , , ,"egat, nonthaburi"
2024-06-16, 37, 22, 18, 3, , ,"egat, nonthaburi"
2024-06-17, 40, 28, 16, 4, , ,"egat, nonthaburi"
2024-06-18, 51, 30, 13, 4, , ,"egat, nonthaburi"
2024-06-19, 50, , 12, 3, , ,"egat, nonthaburi"
2024-06-20, 39, 21, 11, 2, , ,"egat, nonthaburi"
2024-06-21, 38, 22, 15, 2, , ,"egat, nonthaburi"
2024-06-22, 30, 26, 11, 2, , ,"egat, nonthaburi"
2024-06-23, 43, 25, 12, 3, , ,"egat, nonthaburi"
2024-06-24, 41, 20, 12, 2, , ,"egat, nonthaburi"
2024-06-25, 35, 18, 2, 8, , ,"egat, nonthaburi"
2024-06-26, 37, 30, 12, 6, , ,"egat, nonthaburi"
2024-06-27, 55, 23, 14, 4, , ,"egat, nonthaburi"
2024-06-28, 42, 20, 8, 3, , ,"egat, nonthaburi"
2024-06-29, 37, 19, 15, 2, , ,"egat, nonthaburi"
2024-06-30, 33, 16, 8, 1, , ,"egat, nonthaburi"
2024-01-01, 88, 43, 19, 12, , ,"egat, nonthaburi"
2024-01-02, 86, 44, 22, 15, , ,"egat, nonthaburi"
2024-01-03, 78, 49, 17, 15, , ,"egat, nonthaburi"
2024-01-04, 88, 53, 23, 16, , ,"egat, nonthaburi"
2024-01-05, 97, 54, 33, 13, , ,"egat, nonthaburi"
2024-01-06, 99, 55, 27, 13, , ,"egat, nonthaburi"
2024-01-07, 100, 67, 31, 20, 1, ,"egat, nonthaburi"
2024-01-08, 118, 74, 33, 24, , ,"egat, nonthaburi"
2024-01-09, 141, 58, 33, 13, , ,"egat, nonthaburi"
2024-01-10, 115, 53, 33, 13, , ,"egat, nonthaburi"
2024-01-11, 95, 48, 19, 9, , ,"egat, nonthaburi"
2024-01-12, 80, 45, 22, 7, , ,"egat, nonthaburi"
2024-01-13, 84, 49, 22, 7, , ,"egat, nonthaburi"
2024-01-14, 95, 59, 23, 11, 1, ,"egat, nonthaburi"
2024-01-15, 101, 58, 21, 14, 1, ,"egat, nonthaburi"
2024-01-16, 93, 57, 20, 14, , ,"egat, nonthaburi"
2024-01-17, 100, 69, 36, 16, 1, ,"egat, nonthaburi"
2024-01-18, 135, 71, 32, 21, , ,"egat, nonthaburi"
2024-01-19, 124, 62, 29, 15, , ,"egat, nonthaburi"
2024-01-20, 123, 52, 26, 12, , ,"egat, nonthaburi"
2024-01-21, 98, 59, 31, 15, , ,"egat, nonthaburi"
2024-01-22, 112, 62, 18, 11, , ,"egat, nonthaburi"
2024-01-23, 126, 50, 18, 8, , ,"egat, nonthaburi"
2024-01-24, 81, 48, 16, 10, , ,"egat, nonthaburi"
2024-01-25, 80, 50, 25, 8, , ,"egat, nonthaburi"
2024-01-26, 91, 57, 23, 8, 1, ,"egat, nonthaburi"
2024-01-27, 108, 61, 25, 11, , ,"egat, nonthaburi"
2024-01-28, 121, 56, 23, 11, , ,"egat, nonthaburi"
2024-01-29, 103, 72, 30, 13, , ,"egat, nonthaburi"
2024-01-30, 149, 64, 34, 10, 1, ,"egat, nonthaburi"
2024-01-31, 142, 52, 19, 11, , ,"egat, nonthaburi"
2024-02-01, 98, 42, 22, 7, 1, ,"egat, nonthaburi"
2024-02-02, 74, 38, 18, 5, , ,"egat, nonthaburi"
2024-02-03, 70, 37, 21, 6, , ,"egat, nonthaburi"
2024-02-04, 72, 50, 34, 12, , ,"egat, nonthaburi"
2024-02-05, 95, 39, 29, 7, , ,"egat, nonthaburi"
2024-02-06, 78, 38, 24, 7, , ,"egat, nonthaburi"
2024-02-07, 73, 36, 18, 5, , ,"egat, nonthaburi"
2024-02-08, 66, 34, 17, 5, , ,"egat, nonthaburi"
2024-02-09, 64, 44, 12, 8, , ,"egat, nonthaburi"
2024-02-10, 86, 54, 26, 4, , ,"egat, nonthaburi"
2024-02-11, 99, 64, 26, 11, , ,"egat, nonthaburi"
2024-02-12, 133, 70, 32, 16, , ,"egat, nonthaburi"
2024-02-13, 142, 72, 39, 16, , ,"egat, nonthaburi"
2024-02-14, 148, 64, 45, 12, , ,"egat, nonthaburi"
2024-02-15, 142, 46, 30, 6, , ,"egat, nonthaburi"
2024-02-16, 84, 35, 17, 5, , ,"egat, nonthaburi"
2024-02-17, 69, 30, 15, 1, , ,"egat, nonthaburi"
2024-02-18, 57, 30, 11, 2, , ,"egat, nonthaburi"
2024-02-19, 55, 28, 13, 2, , ,"egat, nonthaburi"
2024-02-20, 40, 26, 10, 2, , ,"egat, nonthaburi"
2024-02-21, 46, 25, 14, 2, , ,"egat, nonthaburi"
2024-02-22, 49, 26, 18, 3, 12, ,"egat, nonthaburi"
2024-02-23, 49, 27, 20, 1, , ,"egat, nonthaburi"
2024-02-24, 59, 30, 25, 1, , ,"egat, nonthaburi"
2024-02-25, 63, 40, 27, 3, , ,"egat, nonthaburi"
2024-02-26, 80, 50, 29, 5, , ,"egat, nonthaburi"
2024-02-27, 100, 40, 22, 4, , ,"egat, nonthaburi"
2024-02-28, 71, 32, 17, 2, , ,"egat, nonthaburi"
2024-02-29, 61, 37, 20, 2, , ,"egat, nonthaburi"
2024-03-01, 68, 38, 17, 3, , ,"egat, nonthaburi"
2024-03-02, 77, 41, 20, 6, , ,"egat, nonthaburi"
2024-03-03, 77, 41, 25, 3, , ,"egat, nonthaburi"
2024-03-04, 74, 40, 27, 4, , ,"egat, nonthaburi"
2024-03-05, 66, 35, 19, 5, , ,"egat, nonthaburi"
2024-03-06, 64, 39, 29, 5, , ,"egat, nonthaburi"
2024-03-07, 76, 34, 16, 2, , ,"egat, nonthaburi"
2024-03-08, 68, 30, 17, 1, , ,"egat, nonthaburi"
2024-03-09, 66, 26, 16, 2, , ,"egat, nonthaburi"
2024-03-10, 53, 46, 19, 3, , ,"egat, nonthaburi"
2024-03-11, 90, 43, 14, 4, , ,"egat, nonthaburi"
2024-03-12, 81, 39, 16, 2, , ,"egat, nonthaburi"
2024-03-13, 73, 32, 27, 3, , ,"egat, nonthaburi"
2024-03-14, 65, 33, 18, 3, , ,"egat, nonthaburi"
2024-03-15, 67, 28, 14, 3, , ,"egat, nonthaburi"
2024-03-16, 62, 36, 17, 3, , ,"egat, nonthaburi"
2024-03-17, 67, 37, 20, 3, , ,"egat, nonthaburi"
2024-03-18, 76, 41, 17, 4, , ,"egat, nonthaburi"
2024-03-19, 81, 40, 6, 9, , ,"egat, nonthaburi"
2024-03-20, 89, 60, 24, 10, , ,"egat, nonthaburi"
2024-03-21, 109, 64, 43, 9, , ,"egat, nonthaburi"
2024-03-22, 130, 32, 19, 2, , ,"egat, nonthaburi"
2024-03-23, 67, 30, 21, 1, , ,"egat, nonthaburi"
2024-03-24, 68, 35, 18, 4, , ,"egat, nonthaburi"
2024-03-25, 69, 33, 15, 2, , ,"egat, nonthaburi"
2024-03-26, 64, 31, 17, 5, , ,"egat, nonthaburi"
2024-03-27, 62, 32, 14, 3, , ,"egat, nonthaburi"
2024-03-28, 63, , 16, 1, , ,"egat, nonthaburi"
2024-03-29, 71, , 14, 2, , ,"egat, nonthaburi"
2024-03-30, 57, , 16, 1, , ,"egat, nonthaburi"
2024-03-31, 56, 66, 35, 6, , ,"egat, nonthaburi"
2023-10-01, 34, 19, 9, 6, , ,"egat, nonthaburi"
2023-10-02, 23, 17, 12, 5, , ,"egat, nonthaburi"
2023-10-03, 30, 16, 9, 9, , ,"egat, nonthaburi"
2023-10-04, 32, 24, 12, 8, , ,"egat, nonthaburi"
2023-10-05, 44, 18, 11, 7, 2, ,"egat, nonthaburi"
2023-10-06, 34, 19, 13, 5, , ,"egat, nonthaburi"
2023-10-07, 34, 17, 12, 5, , ,"egat, nonthaburi"
2023-10-08, 32, 34, 18, 5, , ,"egat, nonthaburi"
2023-10-09, 65, 28, 11, 10, , ,"egat, nonthaburi"
2023-10-10, 63, 24, 12, 9, , ,"egat, nonthaburi"
2023-10-11, 42, 28, 16, 8, , ,"egat, nonthaburi"
2023-10-12, 47, 34, 25, 8, , ,"egat, nonthaburi"
2023-10-13, 62, 25, 27, 6, 1, ,"egat, nonthaburi"
2023-10-14, 51, 29, 23, 6, , ,"egat, nonthaburi"
2023-10-15, 55, 34, 26, 8, 1, ,"egat, nonthaburi"
2023-10-16, 62, 45, 27, 11, , ,"egat, nonthaburi"
2023-10-17, 87, 50, 29, 12, , ,"egat, nonthaburi"
2023-10-18, 100, 38, 19, 12, , ,"egat, nonthaburi"
2023-10-19, 74, 53, 29, 13, , ,"egat, nonthaburi"
2023-10-20, 100, 32, 17, 8, , ,"egat, nonthaburi"
2023-10-21, 61, 23, 16, 6, , ,"egat, nonthaburi"
2023-10-22, 41, 36, 30, 8, , ,"egat, nonthaburi"
2023-10-23, 74, 46, 24, 13, , ,"egat, nonthaburi"
2023-10-24, 81, 38, 20, 11, , ,"egat, nonthaburi"
2023-10-25, 68, 30, 16, 9, , ,"egat, nonthaburi"
2023-10-26, 57, 33, 21, 12, , ,"egat, nonthaburi"
2023-10-27, 62, 34, 13, 15, , ,"egat, nonthaburi"
2023-10-28, 65, 40, 19, 10, , ,"egat, nonthaburi"
2023-10-29, 75, 29, 8, 10, , ,"egat, nonthaburi"
2023-10-30, 57, 26, 14, 9, , ,"egat, nonthaburi"
2023-10-31, 42, 36, 26, 10, , ,"egat, nonthaburi"
2023-11-01, 61, 50, 31, 13, , ,"egat, nonthaburi"
2023-11-02, 82, 54, 27, 13, 1, ,"egat, nonthaburi"
2023-11-03, 103, 52, 19, 16, , ,"egat, nonthaburi"
2023-11-04, 116, 33, 17, 11, , ,"egat, nonthaburi"
2023-11-05, 64, 35, 18, 10, , ,"egat, nonthaburi"
2023-11-06, 66, 21, 18, 8, , ,"egat, nonthaburi"
2023-11-07, 48, 33, 18, 14, , ,"egat, nonthaburi"
2023-11-08, 65, 33, 10, 12, , ,"egat, nonthaburi"
2023-11-09, 60, 31, 11, 10, , ,"egat, nonthaburi"
2023-11-10, 60, 31, 10, 9, , ,"egat, nonthaburi"
2023-11-11, 57, 30, 9, 8, , ,"egat, nonthaburi"
2023-11-12, 55, 40, 10, 10, , ,"egat, nonthaburi"
2023-11-13, 60, 33, 12, 9, , ,"egat, nonthaburi"
2023-11-14, 55, 27, 14, 9, , ,"egat, nonthaburi"
2023-11-15, 45, 32, 15, 9, , ,"egat, nonthaburi"
2023-11-16, 55, 26, 19, 8, , ,"egat, nonthaburi"
2023-11-17, 46, 52, 22, 12, 1, ,"egat, nonthaburi"
2023-11-18, 77, 57, 24, 14, 1, ,"egat, nonthaburi"
2023-11-19, 90, 56, 24, 16, , ,"egat, nonthaburi"
2023-11-20, 90, 56, 28, 13, 1, ,"egat, nonthaburi"
2023-11-21, 97, 63, 28, 13, 1, ,"egat, nonthaburi"
2023-11-22, 114, 52, 18, 13, 2, ,"egat, nonthaburi"
2023-11-23, 93, 50, 4, 11, , ,"egat, nonthaburi"
2023-11-24, 88, 42, 22, 10, , ,"egat, nonthaburi"
2023-11-25, 67, 47, 22, 11, , ,"egat, nonthaburi"
2023-11-26, 84, 31, 16, 10, , ,"egat, nonthaburi"
2023-11-27, 60, 52, 22, 15, , ,"egat, nonthaburi"
2023-11-28, 99, 63, 14, 18, 1, ,"egat, nonthaburi"
2023-11-29, 123, 53, 17, 13, , ,"egat, nonthaburi"
2023-11-30, 103, 41, 16, 11, , ,"egat, nonthaburi"
2023-12-01, 72, 29, 11, 8, , ,"egat, nonthaburi"
2023-12-02, 54, 33, 19, 9, , ,"egat, nonthaburi"
2023-12-03, 59, 31, 13, 8, , ,"egat, nonthaburi"
2023-12-04, 63, 36, 18, 8, , ,"egat, nonthaburi"
2023-12-05, 74, 39, 23, 11, , ,"egat, nonthaburi"
2023-12-06, 76, 21, 14, 6, 1, ,"egat, nonthaburi"
2023-12-07, 45, 37, 19, 11, , ,"egat, nonthaburi"
2023-12-08, 68, 51, 27, 13, , ,"egat, nonthaburi"
2023-12-09, 95, 60, 35, 11, , ,"egat, nonthaburi"
2023-12-10, 130, 50, 26, 11, , ,"egat, nonthaburi"
2023-12-11, 101, 57, 17, 17, 1, ,"egat, nonthaburi"
2023-12-12, 116, 52, 14, 12, 1, ,"egat, nonthaburi"
2023-12-13, 95, 43, 14, 12, , ,"egat, nonthaburi"
2023-12-14, 76, 58, 16, 17, 1, ,"egat, nonthaburi"
2023-12-15, 106, 54, 18, 18, , ,"egat, nonthaburi"
2023-12-16, 104, 46, 13, 11, , ,"egat, nonthaburi"
2023-12-17, 76, 46, 22, 12, 1, ,"egat, nonthaburi"
2023-12-18, 69, 49, 20, 16, , ,"egat, nonthaburi"
2023-12-19, 85, 55, 21, 16, , ,"egat, nonthaburi"
2023-12-20, 90, 41, 20, 10, , ,"egat, nonthaburi"
2023-12-21, 60, 45, 21, 10, , ,"egat, nonthaburi"
2023-12-22, 68, 54, 21, 11, 1, ,"egat, nonthaburi"
2023-12-23, 82, 54, 17, 10, 1, ,"egat, nonthaburi"
2023-12-24, 87, 57, 20, 13, 1, ,"egat, nonthaburi"
2023-12-25, 95, 62, 20, 17, 1, ,"egat, nonthaburi"
2023-12-26, 118, 59, 23, 18, 1, ,"egat, nonthaburi"
2023-12-27, 103, 56, 26, 15, , ,"egat, nonthaburi"
2023-12-28, 105, 55, 27, 11, 1, ,"egat, nonthaburi"
2023-12-29, 111, 51, 29, 6, 1, ,"egat, nonthaburi"
2023-12-30, 109, 44, 28, 6, 1, ,"egat, nonthaburi"
2023-12-31, 96, 43, 24, 8, 1, ,"egat, nonthaburi"
2023-07-01, 31, 11, 14, 4, , ,"egat, nonthaburi"
2023-07-02, 18, 17, 13, 7, , ,"egat, nonthaburi"
2023-07-03, 24, 29, 9, 8, , ,"egat, nonthaburi"
2023-07-04, 45, 27, 18, 11, , ,"egat, nonthaburi"
2023-07-05, 53, 22, 19, 7, , ,"egat, nonthaburi"
2023-07-06, 40, 26, 24, 6, , ,"egat, nonthaburi"
2023-07-07, 44, 21, 19, 6, , ,"egat, nonthaburi"
2023-07-08, 37, 16, 7, 8, , ,"egat, nonthaburi"
2023-07-09, 37, 14, 9, 7, , ,"egat, nonthaburi"
2023-07-10, 30, 15, 14, 7, , ,"egat, nonthaburi"
2023-07-11, 24, 26, 20, 6, , ,"egat, nonthaburi"
2023-07-12, 43, 22, 14, 4, 3, ,"egat, nonthaburi"
2023-07-13, 32, 23, 11, 3, 2, ,"egat, nonthaburi"
2023-07-14, 38, 30, 11, 3, , ,"egat, nonthaburi"
2023-07-15, 50, 32, 11, 2, , ,"egat, nonthaburi"
2023-07-16, 56, 16, 13, 2, , ,"egat, nonthaburi"
2023-07-17, 25, 19, 12, 2, , ,"egat, nonthaburi"
2023-07-18, 29, 24, 12, 5, , ,"egat, nonthaburi"
