date, pm25, pm10, o3, no2, so2, co,location
2020-09-08, 41, 22, 15, 5, , ,"south-bangkok power plant, samut prakan"
2020-09-09, 52, 17, 12, 4, , ,"south-bangkok power plant, samut prakan"
2020-09-10, 39, 9, 6, 1, , ,"south-bangkok power plant, samut prakan"
2020-09-11, 18, 10, 6, 2, , ,"south-bangkok power plant, samut prakan"
2020-09-12, 23, 9, 5, 3, , ,"south-bangkok power plant, samut prakan"
2020-09-13, 24, 14, 6, 4, , ,"south-bangkok power plant, samut prakan"
2020-09-14, 29, 18, 8, 4, , ,"south-bangkok power plant, samut prakan"
2020-09-15, 34, 20, 15, 4, , ,"south-bangkok power plant, samut prakan"
2020-09-16, 46, 17, 13, 4, , ,"south-bangkok power plant, samut prakan"
2020-09-17, 43, 16, 7, 5, , ,"south-bangkok power plant, samut prakan"
2020-09-18, 34, 15, 5, 2, , ,"south-bangkok power plant, samut prakan"
2020-09-19, 34, 10, 5, 2, , ,"south-bangkok power plant, samut prakan"
2020-09-20, 16, 18, 6, 4, , ,"south-bangkok power plant, samut prakan"
2020-09-21, 36, 28, 22, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-09-22, 62, 35, 14, 10, , ,"south-bangkok power plant, samut prakan"
2020-09-23, 68, 18, 10, 5, , ,"south-bangkok power plant, samut prakan"
2020-09-24, 44, 19, 12, 3, , ,"south-bangkok power plant, samut prakan"
2020-09-25, 43, 21, 10, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-09-26, 44, 13, 9, 3, , ,"south-bangkok power plant, samut prakan"
2020-09-27, 32, 18, 6, 5, , ,"south-bangkok power plant, samut prakan"
2020-09-28, 46, 14, 5, 5, , ,"south-bangkok power plant, samut prakan"
2020-09-29, 39, 25, 8, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-09-30, 57, 26, 9, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-04-01, 42, 16, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-02, 45, 15, 8, 2, , ,"south-bangkok power plant, samut prakan"
2020-04-03, 39, 20, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-04-04, 42, 20, 11, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-05, 45, 22, 11, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-06, 46, 22, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-07, 45, 19, 8, 2, , ,"south-bangkok power plant, samut prakan"
2020-04-08, 38, 21, 11, 2, , ,"south-bangkok power plant, samut prakan"
2020-04-09, 45, 22, 13, 2, 1, ,"south-bangkok power plant, samut prakan"
2020-04-10, 51, 23, 12, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-04-11, 58, 19, 11, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-12, 46, 35, 18, 9, 1, ,"south-bangkok power plant, samut prakan"
2020-04-13, 71, 40, 24, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-04-14, 83, 36, 24, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-04-15, 80, 20, 15, 3, , ,"south-bangkok power plant, samut prakan"
2020-04-16, 50, 20, 17, 8, 32, ,"south-bangkok power plant, samut prakan"
2020-04-17, 38, , 14, 3, , ,"south-bangkok power plant, samut prakan"
2020-04-18, 42, 12, 10, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-19, 33, 10, 8, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-20, 44, 15, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-04-21, 41, 22, 10, 2, , ,"south-bangkok power plant, samut prakan"
2020-04-22, 51, 30, 11, 3, , ,"south-bangkok power plant, samut prakan"
2020-04-23, 55, 25, 17, 5, , ,"south-bangkok power plant, samut prakan"
2020-04-24, 51, 32, 10, 8, , ,"south-bangkok power plant, samut prakan"
2020-04-25, 64, 41, 27, 9, , ,"south-bangkok power plant, samut prakan"
2020-04-26, 83, 46, 18, 10, , ,"south-bangkok power plant, samut prakan"
2020-04-27, 90, 44, 29, 7, , ,"south-bangkok power plant, samut prakan"
2020-04-28, 83, 41, 25, 5, , ,"south-bangkok power plant, samut prakan"
2020-04-29, 79, 34, 20, 5, , ,"south-bangkok power plant, samut prakan"
2020-04-30, 64, 26, 11, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-01, 50, 20, 12, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-02, 42, 21, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-05-03, 43, 24, 16, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-04, 54, 30, 14, 2, , ,"south-bangkok power plant, samut prakan"
2020-05-05, 62, 22, 11, , , ,"south-bangkok power plant, samut prakan"
2020-05-06, 44, 17, 8, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-07, 34, 22, 7, 2, , ,"south-bangkok power plant, samut prakan"
2020-05-08, 30, 10, 7, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-09, 23, 11, 8, , , ,"south-bangkok power plant, samut prakan"
2020-05-10, 23, 24, 8, 5, , ,"south-bangkok power plant, samut prakan"
2020-05-11, 36, 31, 29, 8, , ,"south-bangkok power plant, samut prakan"
2020-05-12, 66, 15, 12, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-13, 34, 14, 10, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-14, 37, 15, 8, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-15, 41, 17, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-16, 36, 17, 10, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-17, 44, 19, 11, 3, , ,"south-bangkok power plant, samut prakan"
2020-05-18, 41, 17, 8, 2, , ,"south-bangkok power plant, samut prakan"
2020-05-19, 32, 23, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-05-20, 47, 24, 10, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-21, 50, 37, 18, 3, , ,"south-bangkok power plant, samut prakan"
2020-05-22, 71, 41, 15, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-23, 75, 36, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-05-24, 67, 34, 7, 3, , ,"south-bangkok power plant, samut prakan"
2020-05-25, 66, 35, 14, 5, , ,"south-bangkok power plant, samut prakan"
2020-05-26, 62, 13, 10, 2, , ,"south-bangkok power plant, samut prakan"
2020-05-27, 26, 18, 11, 5, , ,"south-bangkok power plant, samut prakan"
2020-05-28, 37, 23, 16, 5, , ,"south-bangkok power plant, samut prakan"
2020-05-29, 47, 12, 10, 4, , ,"south-bangkok power plant, samut prakan"
2020-05-30, 29, 16, 16, 5, , ,"south-bangkok power plant, samut prakan"
2020-05-31, 37, 14, 15, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-01, 31, 15, 8, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-02, 26, 15, 12, 5, , ,"south-bangkok power plant, samut prakan"
2020-06-03, 30, 16, 7, 4, , ,"south-bangkok power plant, samut prakan"
2020-06-04, 35, 14, 6, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-05, 24, 13, 7, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-06, 22, 11, 6, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-07, 22, 12, 7, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-08, 24, 14, 7, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-09, 26, 13, 8, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-10, 24, 15, 10, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-11, 26, 20, 13, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-12, 30, 19, 16, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-13, 37, 18, 13, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-14, 40, 11, 6, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-15, 22, 13, 6, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-16, 28, 17, 4, 5, , ,"south-bangkok power plant, samut prakan"
2020-06-17, 33, 22, 11, 5, , ,"south-bangkok power plant, samut prakan"
2020-06-18, 51, 18, 8, 4, , ,"south-bangkok power plant, samut prakan"
2020-06-19, 37, 19, 15, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-20, 36, 18, 15, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-21, 36, 22, 13, 5, , ,"south-bangkok power plant, samut prakan"
2020-06-22, 48, 19, 7, 5, , ,"south-bangkok power plant, samut prakan"
2020-06-23, 38, 15, 11, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-24, 35, 18, 10, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-25, 39, 16, 7, 4, , ,"south-bangkok power plant, samut prakan"
2020-06-26, 33, 19, 9, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-06-27, 40, 14, 10, 3, , ,"south-bangkok power plant, samut prakan"
2020-06-28, 34, 16, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-06-29, 34, 13, 8, 1, , ,"south-bangkok power plant, samut prakan"
2020-06-30, 24, 13, 8, 3, , ,"south-bangkok power plant, samut prakan"
2020-01-01, 58, 37, 18, 11, 1, ,"south-bangkok power plant, samut prakan"
2020-01-02, 70, 45, 20, 14, 1, ,"south-bangkok power plant, samut prakan"
2020-01-03, 81, 54, 23, 15, 1, ,"south-bangkok power plant, samut prakan"
2020-01-04, 104, 59, 23, 13, 1, ,"south-bangkok power plant, samut prakan"
2020-01-05, 121, 60, 24, 17, 1, ,"south-bangkok power plant, samut prakan"
2020-01-06, 114, 62, 32, 12, 1, ,"south-bangkok power plant, samut prakan"
2020-01-07, 130, 67, 28, 14, 1, ,"south-bangkok power plant, samut prakan"
2020-01-08, 139, 68, 26, 16, 1, ,"south-bangkok power plant, samut prakan"
2020-01-09, 132, 89, 36, 17, 2, ,"south-bangkok power plant, samut prakan"
2020-01-10, 164, 49, 24, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-01-11, 104, 42, 19, 3, , ,"south-bangkok power plant, samut prakan"
2020-01-12, 82, 45, 20, 6, 1, ,"south-bangkok power plant, samut prakan"
2020-01-13, 90, 44, 14, 6, , ,"south-bangkok power plant, samut prakan"
2020-01-14, 88, 45, 20, 4, , ,"south-bangkok power plant, samut prakan"
2020-01-15, 89, 49, 21, 4, , ,"south-bangkok power plant, samut prakan"
2020-01-16, 96, 51, 21, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-01-17, 111, 59, 20, 6, 1, ,"south-bangkok power plant, samut prakan"
2020-01-18, 126, 60, 22, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-01-19, 134, 63, 23, 8, 1, ,"south-bangkok power plant, samut prakan"
2020-01-20, 147, 54, 20, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-01-21, 111, 53, 18, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-01-22, 100, 42, 16, 1, , ,"south-bangkok power plant, samut prakan"
2020-01-23, 90, 30, 11, 2, , ,"south-bangkok power plant, samut prakan"
2020-01-24, 62, 29, 13, 1, , ,"south-bangkok power plant, samut prakan"
2020-01-25, 52, 25, 11, 1, , ,"south-bangkok power plant, samut prakan"
2020-01-26, 48, 32, 11, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-01-27, 66, 38, 13, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-01-28, 80, 36, 18, 6, 1, ,"south-bangkok power plant, samut prakan"
2020-01-29, 77, 55, 23, 13, 1, ,"south-bangkok power plant, samut prakan"
2020-01-30, 105, 65, 22, 12, 1, ,"south-bangkok power plant, samut prakan"
2020-01-31, 118, 70, 29, 13, 1, ,"south-bangkok power plant, samut prakan"
2020-02-01, 150, 62, 30, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-02-02, 139, 59, 20, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-02-03, 124, 53, 18, 2, 1, ,"south-bangkok power plant, samut prakan"
2020-02-04, 105, 40, 17, 2, 1, ,"south-bangkok power plant, samut prakan"
2020-02-05, 75, 32, 15, 2, 1, ,"south-bangkok power plant, samut prakan"
2020-02-06, 64, 39, 17, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-02-07, 72, 42, 22, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-02-08, 87, 59, 19, 10, 1, ,"south-bangkok power plant, samut prakan"
2020-02-09, 116, 63, 22, 9, 1, ,"south-bangkok power plant, samut prakan"
2020-02-10, 117, 64, 25, 8, 1, ,"south-bangkok power plant, samut prakan"
2020-02-11, 140, 47, 14, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-02-12, 95, 29, 6, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-02-13, 53, 20, 5, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-02-14, 31, 27, 9, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-02-15, 54, 17, 7, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-02-16, 40, 24, 10, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-02-17, 49, 51, 14, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-02-18, 91, 68, 27, 12, 1, ,"south-bangkok power plant, samut prakan"
2020-02-19, 131, 67, 24, 13, 1, ,"south-bangkok power plant, samut prakan"
2020-02-20, 134, 71, 22, 12, 1, ,"south-bangkok power plant, samut prakan"
2020-02-21, 132, 73, 23, 10, 2, ,"south-bangkok power plant, samut prakan"
2020-02-22, 131, 68, 23, 11, 1, ,"south-bangkok power plant, samut prakan"
2020-02-23, 128, 72, 28, 12, 1, ,"south-bangkok power plant, samut prakan"
2020-02-24, 148, 64, 23, 6, 1, ,"south-bangkok power plant, samut prakan"
2020-02-25, 148, 53, 20, 6, 1, ,"south-bangkok power plant, samut prakan"
2020-02-26, 102, 52, 19, 7, 1, ,"south-bangkok power plant, samut prakan"
2020-02-27, 106, 34, 14, 5, 1, ,"south-bangkok power plant, samut prakan"
2020-02-28, 70, 33, 13, 4, , ,"south-bangkok power plant, samut prakan"
2020-02-29, 64, 36, 14, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-01, 72, 34, 13, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-02, 63, 23, 10, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-03, 46, 23, 7, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-04, 48, 20, 8, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-05, 38, 22, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-06, 49, 20, 7, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-07, 41, 26, 11, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-08, 57, 37, 25, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-03-09, 95, 31, 14, 4, , ,"south-bangkok power plant, samut prakan"
2020-03-10, 69, 36, 16, 4, 1, ,"south-bangkok power plant, samut prakan"
2020-03-11, 75, 27, 10, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-12, 60, 24, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-13, 54, 21, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-14, 50, 33, 11, 6, , ,"south-bangkok power plant, samut prakan"
2020-03-15, 63, 38, 16, 9, 1, ,"south-bangkok power plant, samut prakan"
2020-03-16, 79, 29, 13, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-03-17, 59, 29, 11, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-03-18, 57, 29, 12, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-19, 58, 25, 11, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-20, 53, 26, 11, 3, 1, ,"south-bangkok power plant, samut prakan"
2020-03-21, 58, 20, 12, 3, , ,"south-bangkok power plant, samut prakan"
2020-03-22, 48, 20, 9, , , ,"south-bangkok power plant, samut prakan"
2020-03-23, 45, 17, 9, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-24, 41, 21, 11, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-25, 48, 16, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-26, 33, 19, 9, 2, , ,"south-bangkok power plant, samut prakan"
2020-03-27, 34, 24, 13, 1, , ,"south-bangkok power plant, samut prakan"
2020-03-28, 55, 20, 12, , , ,"south-bangkok power plant, samut prakan"
2020-03-29, 48, , , , , ,"south-bangkok power plant, samut prakan"
2019-10-21, 80, 65, 25, 15, 3, ,"south-bangkok power plant, samut prakan"
2019-10-22, 137, 33, 18, 4, 1, ,"south-bangkok power plant, samut prakan"
2019-10-23, 71, 23, 14, 3, , ,"south-bangkok power plant, samut prakan"
2019-10-24, 53, 36, 22, 7, 2, ,"south-bangkok power plant, samut prakan"
2019-10-25, 71, 46, 15, 9, , ,"south-bangkok power plant, samut prakan"
2019-10-26, 72, 33, 16, 6, , ,"south-bangkok power plant, samut prakan"
2019-10-27, 60, 31, 20, 10, 1, ,"south-bangkok power plant, samut prakan"
2019-10-28, 63, 37, 22, 10, 1, ,"south-bangkok power plant, samut prakan"
2019-10-29, 71, 37, 24, 9, , ,"south-bangkok power plant, samut prakan"
2019-10-30, 66, 53, 25, 11, 1, ,"south-bangkok power plant, samut prakan"
2019-10-31, 76, 34, 10, 8, , ,"south-bangkok power plant, samut prakan"
2019-11-01, 51, 30, 10, 11, , ,"south-bangkok power plant, samut prakan"
2019-11-02, 59, 34, 22, 8, 1, ,"south-bangkok power plant, samut prakan"
2019-11-03, 73, 35, 19, 13, 1, ,"south-bangkok power plant, samut prakan"
2019-11-04, 72, 58, 21, 13, , ,"south-bangkok power plant, samut prakan"
2019-11-05, 118, 56, 22, 11, 1, ,"south-bangkok power plant, samut prakan"
2019-11-06, 116, 53, 19, 12, 1, ,"south-bangkok power plant, samut prakan"
2019-11-07, 108, 52, 23, 8, , ,"south-bangkok power plant, samut prakan"
2019-11-08, 102, 55, 21, 9, , ,"south-bangkok power plant, samut prakan"
2019-11-09, 110, 56, 26, 10, , ,"south-bangkok power plant, samut prakan"
2019-11-10, 112, 64, 32, 15, 1, ,"south-bangkok power plant, samut prakan"
2019-11-11, 129, 59, 33, 12, 1, ,"south-bangkok power plant, samut prakan"
2019-11-12, 117, 53, 20, 10, 1, ,"south-bangkok power plant, samut prakan"
2019-11-13, 100, 42, 12, 10, 1, ,"south-bangkok power plant, samut prakan"
2019-11-14, 71, 47, 20, 9, , ,"south-bangkok power plant, samut prakan"
2019-11-15, 72, 51, 22, 13, 1, ,"south-bangkok power plant, samut prakan"
2019-11-16, 97, 42, 23, 6, 1, ,"south-bangkok power plant, samut prakan"
2019-11-17, 89, 39, 18, 7, 1, ,"south-bangkok power plant, samut prakan"
2019-11-18, 76, 47, 17, 11, , ,"south-bangkok power plant, samut prakan"
2019-11-19, 80, 45, 16, 12, , ,"south-bangkok power plant, samut prakan"
2019-11-20, 64, 43, 26, 14, , ,"south-bangkok power plant, samut prakan"
2019-11-21, 77, 50, 21, 16, 1, ,"south-bangkok power plant, samut prakan"
2019-11-22, 78, 56, 28, 14, 1, ,"south-bangkok power plant, samut prakan"
2019-11-23, 101, 47, 24, 14, 1, ,"south-bangkok power plant, samut prakan"
2019-11-24, 83, 57, 19, 15, 2, ,"south-bangkok power plant, samut prakan"
2019-11-25, 89, 46, 19, 12, 1, ,"south-bangkok power plant, samut prakan"
2019-11-26, 65, 46, 14, 12, 1, ,"south-bangkok power plant, samut prakan"
2019-11-27, 67, 44, 13, 7, , ,"south-bangkok power plant, samut prakan"
2019-11-28, 52, 47, 20, 9, 1, ,"south-bangkok power plant, samut prakan"
2019-11-29, 63, 48, 20, 12, , ,"south-bangkok power plant, samut prakan"
2019-11-30, 69, 44, 19, 11, 1, ,"south-bangkok power plant, samut prakan"
2019-12-01, 72, 43, 15, 8, , ,"south-bangkok power plant, samut prakan"
2019-12-02, 52, 53, 23, 8, , ,"south-bangkok power plant, samut prakan"
2019-12-03, 69, 57, 23, 8, , ,"south-bangkok power plant, samut prakan"
2019-12-04, 81, 53, 25, 6, , ,"south-bangkok power plant, samut prakan"
2019-12-05, 89, 64, 25, 9, , ,"south-bangkok power plant, samut prakan"
2019-12-06, 91, 61, 22, 9, 1, ,"south-bangkok power plant, samut prakan"
2019-12-07, 89, 58, 26, 11, 1, ,"south-bangkok power plant, samut prakan"
2019-12-08, 105, 57, 23, 15, 1, ,"south-bangkok power plant, samut prakan"
2019-12-09, 99, 66, 34, 21, 1, ,"south-bangkok power plant, samut prakan"
2019-12-10, 130, 71, 25, 25, 2, ,"south-bangkok power plant, samut prakan"
2019-12-11, 132, 67, 24, 20, 1, ,"south-bangkok power plant, samut prakan"
2019-12-12, 132, 66, 23, 19, 1, ,"south-bangkok power plant, samut prakan"
2019-12-13, 127, 60, 20, 18, 1, ,"south-bangkok power plant, samut prakan"
2019-12-14, 111, 60, 23, 17, 1, ,"south-bangkok power plant, samut prakan"
2019-12-15, 112, 58, 17, 15, 1, ,"south-bangkok power plant, samut prakan"
2019-12-16, 100, 60, 17, 16, 2, ,"south-bangkok power plant, samut prakan"
2019-12-17, 104, 57, 23, 13, 2, ,"south-bangkok power plant, samut prakan"
2019-12-18, 104, 54, 25, 12, 1, ,"south-bangkok power plant, samut prakan"
2019-12-19, 101, 48, 26, 10, 1, ,"south-bangkok power plant, samut prakan"
2019-12-20, 95, 49, 25, 7, 1, ,"south-bangkok power plant, samut prakan"
2019-12-21, 84, 38, 23, 6, 2, ,"south-bangkok power plant, samut prakan"
2019-12-22, 80, 37, 19, 5, 1, ,"south-bangkok power plant, samut prakan"
2019-12-23, 77, 38, 21, 5, , ,"south-bangkok power plant, samut prakan"
2019-12-24, 73, 34, 19, 5, , ,"south-bangkok power plant, samut prakan"
2019-12-25, 72, 33, 18, 4, , ,"south-bangkok power plant, samut prakan"
2019-12-26, 70, 45, 26, 7, 1, ,"south-bangkok power plant, samut prakan"
2019-12-27, 94, 47, 23, 6, , ,"south-bangkok power plant, samut prakan"
2019-12-28, 90, 53, 26, 11, , ,"south-bangkok power plant, samut prakan"
2019-12-29, 111, , , , , ,"south-bangkok power plant, samut prakan"
2017-08-19, 83, , , 6, , ,"south-bangkok power plant, samut prakan"
2017-08-20, 41, , , 6, , ,"south-bangkok power plant, samut prakan"
2017-08-21, 41, , 15, 5, 5, ,"south-bangkok power plant, samut prakan"
2017-08-22, 45, 21, 16, 6, 4, ,"south-bangkok power plant, samut prakan"
2017-08-23, 50, 27, 10, 8, 4, ,"south-bangkok power plant, samut prakan"
2017-08-24, 51, 23, 10, 7, 4, ,"south-bangkok power plant, samut prakan"
2017-08-25, 41, 18, , , , ,"south-bangkok power plant, samut prakan"
2017-09-09, 117, , 3, 18, , ,"south-bangkok power plant, samut prakan"
2017-09-10, 116, , 6, 17, , ,"south-bangkok power plant, samut prakan"
2017-09-11, 120, , 6, 26, 1, ,"south-bangkok power plant, samut prakan"
2017-09-12, 113, , 4, 25, 1, ,"south-bangkok power plant, samut prakan"
2017-09-13, 109, , , , , ,"south-bangkok power plant, samut prakan"
2023-03-07, , 76, 38, 5, 1, ,"south-bangkok power plant, samut prakan"
2022-11-23, , 27, 6, , , ,"south-bangkok power plant, samut prakan"
2022-12-11, , 49, 12, 14, 1, ,"south-bangkok power plant, samut prakan"
2022-03-23, , 20, 6, 3, , ,"south-bangkok power plant, samut prakan"
2021-06-16, , 15, 11, 5, , ,"south-bangkok power plant, samut prakan"
2020-03-31, , 18, 9, 1, , ,"south-bangkok power plant, samut prakan"
2019-12-31, , 30, 18, 9, 2, ,"south-bangkok power plant, samut prakan"
2019-10-20, , 45, 24, 10, 1, ,"south-bangkok power plant, samut prakan"
2017-07-11, , 21, , , , ,"south-bangkok power plant, samut prakan"
2017-07-12, , 35, , , , ,"south-bangkok power plant, samut prakan"
2017-07-13, , 18, , , , ,"south-bangkok power plant, samut prakan"
2017-07-14, , 24, , , , ,"south-bangkok power plant, samut prakan"
2017-07-15, , 24, , , , ,"south-bangkok power plant, samut prakan"
2017-07-16, , 24, , , , ,"south-bangkok power plant, samut prakan"
2017-07-17, , 26, , , , ,"south-bangkok power plant, samut prakan"
2017-07-18, , 32, , , , ,"south-bangkok power plant, samut prakan"
2017-07-19, , 24, , , , ,"south-bangkok power plant, samut prakan"
2017-07-20, , 28, , , , ,"south-bangkok power plant, samut prakan"
2017-07-21, , 25, , , , ,"south-bangkok power plant, samut prakan"
2017-07-22, , 25, , , , ,"south-bangkok power plant, samut prakan"
2017-07-23, , 23, , , , ,"south-bangkok power plant, samut prakan"
2017-07-24, , 24, , , , ,"south-bangkok power plant, samut prakan"
2017-07-25, , 24, , , , ,"south-bangkok power plant, samut prakan"
2017-07-26, , 22, , , , ,"south-bangkok power plant, samut prakan"
2017-07-27, , 23, , , , ,"south-bangkok power plant, samut prakan"
2017-07-28, , 36, , , , ,"south-bangkok power plant, samut prakan"
2017-08-09, , 21, , , , ,"south-bangkok power plant, samut prakan"
2017-08-10, , 25, , , , ,"south-bangkok power plant, samut prakan"
2017-08-11, , 20, , , , ,"south-bangkok power plant, samut prakan"
2017-08-12, , 17, , , , ,"south-bangkok power plant, samut prakan"
2017-08-13, , 16, , , , ,"south-bangkok power plant, samut prakan"
2017-08-14, , 22, , , , ,"south-bangkok power plant, samut prakan"
2017-08-15, , 17, , , , ,"south-bangkok power plant, samut prakan"
2017-08-16, , 26, , , , ,"south-bangkok power plant, samut prakan"
2017-06-19, , 15, 6, , , ,"south-bangkok power plant, samut prakan"
2017-06-20, , 25, , , , ,"south-bangkok power plant, samut prakan"
2017-06-22, , 27, , , , ,"south-bangkok power plant, samut prakan"
2017-06-23, , 22, , , , ,"south-bangkok power plant, samut prakan"
2017-06-24, , 20, , , , ,"south-bangkok power plant, samut prakan"
2017-06-25, , 11, , , , ,"south-bangkok power plant, samut prakan"
2017-06-26, , 31, , , , ,"south-bangkok power plant, samut prakan"
2017-06-27, , 28, , , , ,"south-bangkok power plant, samut prakan"
2017-06-28, , 17, , , , ,"south-bangkok power plant, samut prakan"
2017-03-15, , 40, 11, , , ,"south-bangkok power plant, samut prakan"
2017-03-16, , 38, 11, , , ,"south-bangkok power plant, samut prakan"
2017-03-17, , 34, 10, , , ,"south-bangkok power plant, samut prakan"
2017-03-18, , 29, 9, , , ,"south-bangkok power plant, samut prakan"
2017-03-19, , 30, 9, , , ,"south-bangkok power plant, samut prakan"
2017-03-20, , 26, 8, , , ,"south-bangkok power plant, samut prakan"
2017-03-21, , 39, 15, , , ,"south-bangkok power plant, samut prakan"
2017-03-22, , 40, 8, , , ,"south-bangkok power plant, samut prakan"
2017-03-28, , 42, 15, , , ,"south-bangkok power plant, samut prakan"
2016-08-23, , 31, 26, , , 1,"south-bangkok power plant, samut prakan"
2016-08-24, , 20, 24, , , 1,"south-bangkok power plant, samut prakan"
2016-08-25, , 26, 30, , , 2,"south-bangkok power plant, samut prakan"
2016-08-26, , 21, 22, , , 1,"south-bangkok power plant, samut prakan"
2016-08-27, , 19, 18, , , ,"south-bangkok power plant, samut prakan"
2016-08-28, , 20, 32, , , 2,"south-bangkok power plant, samut prakan"
2016-08-29, , 13, 14, , , ,"south-bangkok power plant, samut prakan"
2015-10-01, , 45, 4, 21, , ,"south-bangkok power plant, samut prakan"
2015-10-02, , 32, , , , ,"south-bangkok power plant, samut prakan"
2015-10-05, , 20, 16, 11, , ,"south-bangkok power plant, samut prakan"
2015-10-06, , 25, 37, 15, , ,"south-bangkok power plant, samut prakan"
2015-10-07, , 31, 37, 15, , ,"south-bangkok power plant, samut prakan"
2015-10-08, , 31, 5, 12, , ,"south-bangkok power plant, samut prakan"
2015-10-09, , 24, , , , ,"south-bangkok power plant, samut prakan"
2015-10-11, , 25, 35, 19, , ,"south-bangkok power plant, samut prakan"
