,temp_avg,dew_avg,hum_avg,wind_speed_avg,pressure_avg,precip,month,year
0,30.38888888888889,23.055555555555557,65.6,19.794882,1002.3714400000001,0.0,8,2020
1,29.055555555555557,23.277777777777782,71.6,19.31208,1002.3714400000001,0.0,8,2020
2,29.055555555555557,23.944444444444443,75.1,16.0934,1002.3714400000001,0.0,8,2020
3,28.5,24.72222222222222,81.3,14.805927999999998,1002.3714400000001,0.0,8,2020
4,28.77777777777778,24.444444444444443,78.8,9.977908000000001,1005.75783,0.0,8,2020
5,30.0,23.5,69.5,11.587248,1005.75783,0.0,8,2020
6,28.000000000000004,24.333333333333332,81.1,10.299776000000001,1005.75783,0.0,8,2020
7,28.055555555555557,24.88888888888889,84.4,9.65604,1005.75783,0.0,8,2020
8,30.27777777777778,25.611111111111107,77.1,11.748182,1005.75783,0.0,8,2020
9,30.22222222222222,24.444444444444443,71.4,14.805927999999998,1005.75783,0.0,8,2020
10,29.944444444444443,23.944444444444443,70.3,12.552852,1005.75783,0.0,8,2020
11,29.27777777777778,24.777777777777775,77.8,12.552852,1009.14422,0.0,8,2020
12,27.944444444444443,24.72222222222222,84.8,8.85137,1005.75783,0.0,8,2020
13,26.38888888888889,24.444444444444443,90.4,9.334171999999999,1009.14422,0.0,8,2020
14,27.11111111111111,24.27777777777778,85.3,9.977908000000001,1009.14422,0.0,8,2020
15,29.333333333333332,24.833333333333332,78.5,6.759228,1009.14422,0.0,8,2020
16,29.11111111111111,24.72222222222222,78.5,7.885766,1005.75783,0.0,8,2020
17,30.11111111111111,23.22222222222222,67.8,11.909116000000001,1005.75783,0.0,8,2020
18,29.88888888888889,23.333333333333332,69.5,10.46071,1005.75783,0.0,8,2020
19,29.555555555555557,24.166666666666668,74.4,8.529501999999999,1005.75783,0.0,8,2020
20,29.27777777777778,24.333333333333332,75.9,12.552852,1009.14422,0.0,8,2020
21,28.944444444444443,24.222222222222218,77.7,13.67939,1009.14422,0.0,8,2020
22,28.166666666666668,24.66666666666667,82.7,9.334171999999999,1009.14422,0.0,8,2020
23,30.27777777777778,23.111111111111107,66.8,12.391918,1009.14422,0.0,8,2020
24,31.0,23.277777777777782,64.2,12.230984,1009.14422,0.0,8,2020
25,31.555555555555557,22.38888888888889,60.4,14.162192000000001,1005.75783,0.0,8,2020
26,30.72222222222222,22.277777777777775,61.4,18.185542,1005.75783,0.0,8,2020
27,28.72222222222222,23.61111111111111,75.4,15.610598,1005.75783,0.0,8,2020
28,29.944444444444443,23.388888888888886,69.6,7.24203,1005.75783,0.0,8,2020
29,29.88888888888889,25.611111111111107,77.9,9.977908000000001,1005.75783,0.0,8,2020
30,30.333333333333332,25.555555555555557,76.1,10.138842,1005.75783,0.0,8,2020
