0,0,24.833333333333332,15.944444444444445,58.5,12.552852,1015.917,0.0,1,2023,Thonburi Power Sub Station,1
1,1,25.33333333333333,16.555555555555557,58.5,9.334172,1015.917,0.0,1,2023,Thonburi Power Sub Station,2
2,2,26.722222222222214,18.333333333333332,60.7,10.621644,1015.917,0.0,1,2023,Thonburi Power Sub Station,3
3,3,27.722222222222225,18.111111111111107,56.9,8.85137,1012.53061,0.0,1,2023,Thonburi Power Sub Station,4
4,4,27.444444444444446,17.944444444444443,57.0,10.943512,1012.53061,0.0,1,2023,Thonburi Power Sub Station,5
5,5,26.888888888888893,17.444444444444443,56.0,19.473014,1012.53061,0.0,1,2023,Thonburi Power Sub Station,6
6,6,25.555555555555557,14.72222222222222,51.7,15.127796,1012.53061,0.0,1,2023,Thonburi Power Sub Station,7
7,7,26.888888888888893,15.833333333333334,50.5,9.816974,1012.53061,0.0,1,2023,Thonburi Power Sub Station,8
8,8,28.055555555555557,17.555555555555557,53.2,10.299776,1012.53061,0.0,1,2023,Thonburi Power Sub Station,9
9,9,28.22222222222222,20.555555555555557,63.3,12.230984,1012.53061,0.0,1,2023,Thonburi Power Sub Station,10
10,10,25.944444444444443,21.722222222222214,76.9,12.87472,1012.53061,0.0,1,2023,Thonburi Power Sub Station,11
11,11,26.999999999999996,21.77777777777778,73.3,8.85137,1009.14422,0.0,1,2023,Thonburi Power Sub Station,12
12,12,27.944444444444443,22.16666666666667,72.5,9.65604,1012.53061,0.0,1,2023,Thonburi Power Sub Station,13
13,13,28.166666666666668,21.999999999999996,70.9,10.46071,1009.14422,0.0,1,2023,Thonburi Power Sub Station,14
14,14,28.111111111111107,19.833333333333332,64.4,7.563898,1009.14422,0.0,1,2023,Thonburi Power Sub Station,15
15,15,27.77777777777778,19.88888888888889,64.4,8.368568,1009.14422,0.0,1,2023,Thonburi Power Sub Station,16
16,16,27.83333333333333,19.444444444444443,62.6,9.334172,1012.53061,0.0,1,2023,Thonburi Power Sub Station,17
17,17,27.5,18.055555555555557,57.0,15.610598,1012.53061,0.0,1,2023,Thonburi Power Sub Station,18
18,18,26.61111111111111,15.833333333333334,52.3,12.713786,1012.53061,0.0,1,2023,Thonburi Power Sub Station,19
19,19,26.5,16.944444444444443,55.7,11.104446,1012.53061,0.0,1,2023,Thonburi Power Sub Station,20
20,20,27.333333333333332,15.72222222222222,50.3,10.46071,1012.53061,0.0,1,2023,Thonburi Power Sub Station,21
21,21,26.999999999999996,15.22222222222222,49.9,7.402963999999999,1009.14422,0.0,1,2023,Thonburi Power Sub Station,22
22,22,28.111111111111107,15.666666666666666,49.1,7.724831999999999,1009.14422,0.0,1,2023,Thonburi Power Sub Station,23
23,23,28.333333333333332,17.38888888888889,52.0,17.380872,1009.14422,0.0,1,2023,Thonburi Power Sub Station,24
24,24,24.555555555555557,13.61111111111111,51.0,18.990212,1012.53061,0.0,1,2023,Thonburi Power Sub Station,25
25,25,26.22222222222222,14.22222222222222,48.6,7.724831999999999,1012.53061,0.0,1,2023,Thonburi Power Sub Station,26
26,26,27.277777777777775,15.833333333333334,51.5,12.391918,1012.53061,0.0,1,2023,Thonburi Power Sub Station,27
27,27,25.055555555555554,15.0,54.1,19.794882,1012.53061,0.0,1,2023,Thonburi Power Sub Station,28
28,28,23.61111111111111,12.555555555555555,50.3,18.50741,1012.53061,0.0,1,2023,Thonburi Power Sub Station,29
29,29,22.944444444444443,11.555555555555554,49.5,11.104446,1012.53061,0.0,1,2023,Thonburi Power Sub Station,30
30,30,25.33333333333333,12.27777777777778,45.1,6.598293999999999,1012.53061,0.0,1,2023,Thonburi Power Sub Station,31
0,0,26.5,14.88888888888889,51.0,6.276426,1009.14422,0.0,2,2023,Thonburi Power Sub Station,1
1,1,28.5,19.27777777777778,59.8,6.759228,1009.14422,0.0,2,2023,Thonburi Power Sub Station,2
2,2,28.77777777777778,21.555555555555557,65.8,10.299776,1009.14422,0.0,2,2023,Thonburi Power Sub Station,3
3,3,28.833333333333332,22.83333333333333,71.3,10.782578,1009.14422,0.0,2,2023,Thonburi Power Sub Station,4
4,4,28.833333333333332,21.888888888888893,67.8,9.334172,1009.14422,0.0,2,2023,Thonburi Power Sub Station,5
5,5,28.944444444444443,22.61111111111111,70.1,14.001257999999998,1009.14422,0.0,2,2023,Thonburi Power Sub Station,6
6,6,28.77777777777778,22.055555555555557,68.3,15.449664,1009.14422,0.0,2,2023,Thonburi Power Sub Station,7
7,7,29.055555555555557,21.999999999999996,67.6,12.713786,1009.14422,0.0,2,2023,Thonburi Power Sub Station,8
8,8,28.88888888888889,22.555555555555554,70.2,16.0934,1009.14422,0.0,2,2023,Thonburi Power Sub Station,9
9,9,28.944444444444443,22.11111111111111,68.3,14.323126,1009.14422,0.0,2,2023,Thonburi Power Sub Station,10
