date,min,max,median,q1,q3,stdev,count
2020-09-11T00:00:00.000Z,1.77,15.7,6.81,3.92,9.5,3.283,110
2020-09-12T00:00:00.000Z,2.1,17.6,8.52,5.5,12.13,3.748,193
2020-09-13T00:00:00.000Z,1.6,36.25,5.83,4.04,8.88,3.895,332
2020-09-14T00:00:00.000Z,2.8,16.05,6.1,4.9,7.12,2.135,62
2020-09-15T00:00:00.000Z,3.3,13.75,7.4,5.47,10.38,2.752,63
2020-09-16T00:00:00.000Z,4.15,12.18,6.17,5.05,7.47,2.222,26
2020-09-17T00:00:00.000Z,1.12,15.38,4.07,2.47,5.17,2.775,34
2020-09-18T00:00:00.000Z,1.9,27.02,5.6,4.03,18.07,7.678,99
2020-09-19T00:00:00.000Z,2.37,48.85,5.61,4.55,6.78,3.369,218
2020-09-20T00:00:00.000Z,2.6,93.78,7.03,5.69,10.23,10.401,200
2020-09-21T00:00:00.000Z,10.05,22.4,13.9,12.07,16.36,2.763,56
2020-09-22T00:00:00.000Z,15.83,35.47,21.27,19.32,24.6,4.127,129
2020-09-23T00:00:00.000Z,2.6,35.28,4.75,3.7,7.85,8.458,123
2020-09-24T00:00:00.000Z,1.52,16.93,4.4,3.14,5.89,2.507,121
2020-09-25T00:00:00.000Z,3.17,12.1,5.37,4.33,6.55,2.024,95
2020-09-26T00:00:00.000Z,2.67,21,5.5,4.42,7.55,3.218,214
2020-09-27T00:00:00.000Z,1.2,21.25,5.5,3.75,8.58,3.775,207
2020-09-28T00:00:00.000Z,1.9,13.83,4.17,3.11,6.39,2.993,52
2020-09-29T00:00:00.000Z,4.8,6.75,5.47,4.84,6.35,0.7,7
2020-09-30T00:00:00.000Z,2.98,10.28,5.35,4.13,7.43,2.095,41
2020-10-01T00:00:00.000Z,2.52,12.5,6.47,5.05,7.9,2.06,59
2020-10-02T00:00:00.000Z,4.67,13.75,7.46,6.35,8.33,2.045,86
2020-10-03T00:00:00.000Z,1.32,25.6,10.95,6.6,13.98,5.068,223
2020-10-04T00:00:00.000Z,4.09,18,10.07,7.03,12.03,3.207,130
2020-10-05T00:00:00.000Z,5.62,40.52,24.43,14.32,34.88,10.796,73
2020-10-06T00:00:00.000Z,7.8,34.78,15.93,11.88,27.95,8.357,95
2020-10-07T00:00:00.000Z,11.93,34.88,17.09,14.47,19.94,4.885,92
2020-10-08T00:00:00.000Z,6,15.83,10.32,8.77,11.73,2.138,84
2020-10-09T00:00:00.000Z,2.7,27.87,5.8,4.62,7.83,2.814,135
2020-10-10T00:00:00.000Z,5.12,25.1,10.94,8.85,14.83,4.437,290
2020-10-11T00:00:00.000Z,10.58,71.5,21.75,16.17,26.7,6.727,261
2020-10-12T00:00:00.000Z,15.2,28,19.12,17.64,22.13,2.967,35
2020-10-13T00:00:00.000Z,13.62,149.3,19.82,17.05,22.9,12.267,217
2020-10-14T00:00:00.000Z,5.22,20.39,8.09,6.51,10.59,3.373,136
2020-10-15T00:00:00.000Z,10.53,23.73,14.84,13.09,17.1,2.708,124
2020-10-16T00:00:00.000Z,3.47,14.2,7.3,5.83,9,2.27,147
2020-10-17T00:00:00.000Z,2.02,12.8,5.48,4.36,6.49,1.686,372
2020-10-18T00:00:00.000Z,2.7,23.65,7.05,5.62,8.69,3.006,310
2020-10-19T00:00:00.000Z,4.09,118.6,8.38,6.69,10.07,9.128,157
