Unnamed: 0,temp_avg,dew_avg,hum_avg,wind_speed_avg,pressure_avg,precip,month,year,location
24,28.11111111,22.94444444,75.1,8.85137,1012.53061,0,10,2014,Thonburi Power Sub Station
25,28.22222222,23.22222222,75.7,7.724832,1012.53061,0,10,2014,Thonburi Power Sub Station
26,27.72222222,22.38888889,72.4,8.529502,988.82588,0,10,2014,Thonburi Power Sub Station
27,27.33333333,22.77777778,77.2,9.334172,1009.14422,0,10,2014,Thonburi Power Sub Station
28,27.22222222,22.94444444,78.6,7.885766,1009.14422,0,10,2014,Thonburi Power Sub Station
29,29.16666667,22.94444444,70.9,5.310822,1009.14422,0,10,2014,Thonburi Power Sub Station
30,29.22222222,23.16666667,71.5,8.529502,1009.14422,0,10,2014,Thonburi Power Sub Station
0,28.66666667,22.77777778,72.2,11.26538,1009.14422,0,9,2015,Thonburi Power Sub Station
1,29.83333333,22.94444444,68.2,12.713786,1009.14422,0,9,2015,Thonburi Power Sub Station
2,28.94444444,22.5,69.9,12.552852,1009.14422,0,9,2015,Thonburi Power Sub Station
3,28.83333333,23.22222222,73.2,9.65604,1012.53061,0,9,2015,Thonburi Power Sub Station
4,29.27777778,22.88888889,69.2,8.85137,1012.53061,0,9,2015,Thonburi Power Sub Station
5,29.88888889,22.72222222,66.3,9.012304,1012.53061,0,9,2015,Thonburi Power Sub Station
6,31.38888889,21.77777778,57.2,13.196588,1009.14422,0,9,2015,Thonburi Power Sub Station
7,31.11111111,20.88888889,54.6,14.805928,1009.14422,0,9,2015,Thonburi Power Sub Station
8,31.11111111,21.5,57.1,12.552852,1009.14422,0,9,2015,Thonburi Power Sub Station
9,27.11111111,23.11111111,78.9,9.495106,961.73476,0,9,2015,Thonburi Power Sub Station
10,27.11111111,23.33333333,81.2,7.24203,1009.14422,0,9,2015,Thonburi Power Sub Station
11,29.11111111,23,71.3,7.885766,1009.14422,0,9,2015,Thonburi Power Sub Station
12,29.5,22.72222222,68.5,10.46071,1009.14422,0,9,2015,Thonburi Power Sub Station
13,28.27777778,22.61111111,72.7,9.173238,1009.14422,0,9,2015,Thonburi Power Sub Station
14,27.38888889,22.61111111,75.4,11.587248,1005.75783,0,9,2015,Thonburi Power Sub Station
15,26.83333333,23.22222222,81.2,14.644994,1002.37144,0,9,2015,Thonburi Power Sub Station
16,26.55555556,24.5,89.6,13.357522,1002.37144,0,9,2015,Thonburi Power Sub Station
17,28.61111111,23.05555556,73.1,18.829278,1012.53061,0,9,2015,Thonburi Power Sub Station
18,28.38888889,22.27777778,70.5,8.0467,1012.53061,0,9,2015,Thonburi Power Sub Station
19,30.22222222,23.72222222,69.5,5.471756,1009.14422,0,9,2015,Thonburi Power Sub Station
20,31.61111111,24.11111111,65.6,8.207634,1009.14422,0,9,2015,Thonburi Power Sub Station
21,29.44444444,23.38888889,70.6,10.299776,1009.14422,0,9,2015,Thonburi Power Sub Station
22,27.33333333,23.11111111,78.6,14.162192,1009.14422,0,9,2015,Thonburi Power Sub Station
23,29.16666667,23.11111111,71.3,11.587248,1009.14422,0,9,2015,Thonburi Power Sub Station
24,29.27777778,22.5,67.3,12.07005,1005.75783,0,9,2015,Thonburi Power Sub Station
25,29.94444444,22.66666667,65.5,11.748182,1005.75783,0,9,2015,Thonburi Power Sub Station
26,30.44444444,23.83333333,68.9,10.782578,1005.75783,0,9,2015,Thonburi Power Sub Station
27,29.05555556,23.61111111,73,10.46071,1009.14422,0,9,2015,Thonburi Power Sub Station
28,28.33333333,23,74.5,8.368568,1009.14422,0,9,2015,Thonburi Power Sub Station
29,29,23.55555556,73.8,9.495106,1009.14422,0,9,2015,Thonburi Power Sub Station
0,31.77777778,24,64.3,16.89807,1009.14422,0,5,2014,Thonburi Power Sub Station
1,30.55555556,23.88888889,68.2,12.713786,1009.14422,0,5,2014,Thonburi Power Sub Station
2,30.88888889,23.44444444,65.8,13.357522,1009.14422,0,5,2014,Thonburi Power Sub Station
3,30.27777778,22.83333333,66.1,11.909116,1009.14422,0,5,2014,Thonburi Power Sub Station
4,30.72222222,23.33333333,65.4,10.46071,1009.14422,0,5,2014,Thonburi Power Sub Station
5,28.77777778,23.27777778,72.8,9.65604,1009.14422,0,5,2014,Thonburi Power Sub Station
6,28.66666667,23.05555556,72.7,9.495106,1009.14422,0,5,2014,Thonburi Power Sub Station
7,30.72222222,23.11111111,65.7,10.943512,1009.14422,0,5,2014,Thonburi Power Sub Station
8,31.94444444,23.55555556,61.9,17.059004,1009.14422,0,5,2014,Thonburi Power Sub Station
9,31.22222222,23.22222222,63.7,12.87472,1009.14422,0,5,2014,Thonburi Power Sub Station
10,30.88888889,23.22222222,65.9,11.748182,1009.14422,0,5,2014,Thonburi Power Sub Station
11,31.05555556,22,57.5,13.67939,1009.14422,0,5,2014,Thonburi Power Sub Station
