,temp_avg,dew_avg,hum_avg,wind_speed_avg,pressure_avg,precip,month,year
0,30.0,23.833333333333336,71.4,13.035654,1009.14422,0.0,3,2019
1,30.5,24.166666666666668,69.9,14.805927999999998,1009.14422,0.0,3,2019
2,30.666666666666668,23.944444444444443,69.0,14.644993999999999,1009.14422,0.0,3,2019
3,30.38888888888889,24.055555555555557,70.0,17.70274,1009.14422,0.0,3,2019
4,29.88888888888889,22.11111111111111,65.4,15.771532,1009.14422,0.0,3,2019
5,30.27777777777778,21.77777777777778,64.3,10.943512,1009.14422,0.0,3,2019
6,30.11111111111111,23.055555555555557,68.2,12.713786,1009.14422,0.0,3,2019
7,30.11111111111111,22.5,67.2,12.87472,1009.14422,0.0,3,2019
8,30.0,23.166666666666668,68.9,15.610598,1009.14422,0.0,3,2019
9,30.333333333333332,23.444444444444443,68.5,12.552852,1009.14422,0.0,3,2019
10,30.444444444444443,23.000000000000004,67.9,10.299776000000001,1009.14422,0.0,3,2019
11,30.88888888888889,19.333333333333332,59.6,9.977908000000001,1009.14422,0.0,3,2019
12,30.61111111111111,23.055555555555557,67.8,12.07005,1012.53061,0.0,3,2019
13,30.166666666666668,24.055555555555557,71.6,13.518456,1012.53061,0.0,3,2019
14,30.88888888888889,22.944444444444443,65.1,12.230984,1012.53061,0.0,3,2019
15,28.166666666666668,23.944444444444443,78.4,11.909116000000001,1012.53061,0.0,3,2019
16,29.88888888888889,24.222222222222218,73.9,8.85137,1012.53061,0.0,3,2019
17,30.77777777777778,24.72222222222222,71.6,12.713786,1009.14422,0.0,3,2019
18,31.0,24.055555555555557,67.9,14.001257999999998,1009.14422,0.0,3,2019
19,30.555555555555557,24.555555555555557,71.8,14.001257999999998,1009.14422,0.0,3,2019
20,30.666666666666668,24.833333333333332,72.5,12.552852,1009.14422,0.0,3,2019
21,31.833333333333332,24.111111111111114,67.0,13.518456,1009.14422,0.0,3,2019
22,31.666666666666668,25.11111111111111,70.4,10.943512,1009.14422,0.0,3,2019
23,31.055555555555557,25.11111111111111,72.3,13.67939,1009.14422,0.0,3,2019
24,28.555555555555557,24.166666666666668,77.5,13.357522000000001,1009.14422,0.0,3,2019
25,30.333333333333332,24.166666666666668,71.8,10.943512,1012.53061,0.0,3,2019
26,30.444444444444443,24.66666666666667,72.4,11.26538,1012.53061,0.0,3,2019
27,31.333333333333332,24.388888888888893,68.2,13.035654,1009.14422,0.0,3,2019
28,31.5,24.777777777777775,68.4,13.840323999999999,1009.14422,0.0,3,2019
29,31.333333333333332,25.833333333333332,73.2,12.87472,1009.14422,0.0,3,2019
30,30.88888888888889,24.66666666666667,70.1,14.48406,1009.14422,0.0,3,2019
