date, pm25, pm10, o3, no2, so2, co
2024/4/17, 67, 35, 27, 4, , 
2024/4/18, 77, 40, 29, 5, , 
2024/4/19, 91, 46, 33, 5, , 
2024/4/20, 108, 56, 30, 3, , 
2024/4/21, 106, 46, 21, 1, , 
2024/4/22, 93, 35, 17, 2, , 
2024/4/23, 79, 26, 16, 2, , 
2024/4/24, 61, 22, 19, 3, , 
2024/4/25, 48, 23, 18, 3, , 
2024/4/26, 51, 32, 20, 4, , 
2024/4/27, 64, 22, 13, , , 
2024/4/28, 50, 25, 13, 2, , 
2024/4/29, 51, 43, 29, 4, , 
2024/4/30, 86, 46, 30, 2, , 
2024/5/1, 108, 48, 18, 2, , 
2024/5/2, 98, 42, 19, 2, , 
2024/5/3, 91, 39, 20, 1, , 
2024/5/4, 86, 43, 28, 2, , 
2024/5/5, 96, 44, 18, 1, , 
2024/5/6, 94, 27, 12, 12, , 
2024/5/7, 62, 27, 36, 12, , 
2024/5/8, 65, 32, 18, 11, , 
2024/5/9, 68, 22, 22, 6, , 
2024/5/10, 55, 23, 16, 6, , 
2024/5/11, 54, 30, 27, 4, , 
2024/5/12, 72, 24, 19, 6, , 
2024/5/13, 55, 28, 31, 7, , 
2024/5/14, 64, 44, 41, 10, , 
2024/5/15, 99, 28, 18, 7, , 
2024/5/16, 66, 21, 19, 3, , 
2024/5/17, 49, 16, 9, 5, , 
2024/5/18, 50, 13, 15, 3, , 
2024/5/19, 39, 20, 15, 7, , 
2024/5/20, 46, 20, 9, 5, , 
2024/5/21, 40, 21, 17, 4, , 
2024/5/22, 44, 16, 6, 6, , 
2024/5/23, 32, 17, 9, 5, , 
2024/5/24, 31, 18, 8, 3, , 
2024/5/25, 31, 17, 9, 2, , 
2024/5/26, 28, 23, 14, 4, , 
2024/5/27, 41, 25, 15, 3, , 
2024/5/28, 44, 24, 13, 4, , 
2024/5/29, 48, 20, 15, 3, , 
2024/5/30, 41, 17, 15, 3, , 
2024/5/31, 38, 15, 10, 3, , 
2024/6/1, 27, 18, 12, 1, , 
2024/6/2, 28, 25, 12, 3, , 
2024/6/3, 46, 28, 12, 4, , 
2024/6/4, 49, 23, 14, 2, , 
2024/6/5, 37, 20, 12, 1, , 
2024/6/6, 37, 24, 9, 3, , 
2024/6/7, 41, 26, 14, 2, , 
2024/6/8, 47, 19, 13, 1, , 
2024/6/9, 34, 20, 7, 3, , 
2024/6/10, 31, 21, 13, 3, , 
2024/6/11, 34, 20, 9, 3, , 
2024/6/12, 31, 30, 15, 3, , 
2024/6/13, 52, 29, 15, 2, , 
2024/6/14, 47, 23, 15, 2, , 
2024/6/15, 44, 20, 14, , , 
2024/6/16, 37, 22, 18, 3, , 
2024/6/17, 40, 28, 16, 4, , 
2024/6/18, 51, 30, 13, 4, , 
2024/6/19, 50, , 12, 3, , 
2024/6/20, 39, 21, 11, 2, , 
2024/6/21, 38, 22, 15, 2, , 
2024/6/22, 30, 26, 11, 2, , 
2024/6/23, 43, 25, 12, 3, , 
2024/6/24, 41, 20, 12, 2, , 
2024/6/25, 35, 18, 2, 8, , 
2024/6/26, 37, 30, 12, 6, , 
2024/6/27, 55, 23, 14, 4, , 
2024/6/28, 42, 20, 8, 3, , 
2024/6/29, 37, 19, 15, 2, , 
2024/6/30, 33, 16, 8, 1, , 
2024/1/1, 88, 43, 19, 12, , 
2024/1/2, 86, 44, 22, 15, , 
2024/1/3, 78, 49, 17, 15, , 
2024/1/4, 88, 53, 23, 16, , 
2024/1/5, 97, 54, 33, 13, , 
2024/1/6, 99, 55, 27, 13, , 
2024/1/7, 100, 67, 31, 20, 1, 
2024/1/8, 118, 74, 33, 24, , 
2024/1/9, 141, 58, 33, 13, , 
2024/1/10, 115, 53, 33, 13, , 
2024/1/11, 95, 48, 19, 9, , 
2024/1/12, 80, 45, 22, 7, , 
2024/1/13, 84, 49, 22, 7, , 
2024/1/14, 95, 59, 23, 11, 1, 
2024/1/15, 101, 58, 21, 14, 1, 
2024/1/16, 93, 57, 20, 14, , 
2024/1/17, 100, 69, 36, 16, 1, 
2024/1/18, 135, 71, 32, 21, , 
2024/1/19, 124, 62, 29, 15, , 
2024/1/20, 123, 52, 26, 12, , 
2024/1/21, 98, 59, 31, 15, , 
2024/1/22, 112, 62, 18, 11, , 
2024/1/23, 126, 50, 18, 8, , 
2024/1/24, 81, 48, 16, 10, , 
2024/1/25, 80, 50, 25, 8, , 
2024/1/26, 91, 57, 23, 8, 1, 
2024/1/27, 108, 61, 25, 11, , 
2024/1/28, 121, 56, 23, 11, , 
2024/1/29, 103, 72, 30, 13, , 
2024/1/30, 149, 64, 34, 10, 1, 
2024/1/31, 142, 52, 19, 11, , 
2024/2/1, 98, 42, 22, 7, 1, 
2024/2/2, 74, 38, 18, 5, , 
2024/2/3, 70, 37, 21, 6, , 
2024/2/4, 72, 50, 34, 12, , 
2024/2/5, 95, 39, 29, 7, , 
2024/2/6, 78, 38, 24, 7, , 
2024/2/7, 73, 36, 18, 5, , 
2024/2/8, 66, 34, 17, 5, , 
