0,0,24.83333333333333,15.944444444444445,58.5,12.552852,1015.917,0.0,1,2023
1,1,25.33333333333333,16.555555555555557,58.5,9.334172,1015.917,0.0,1,2023
2,2,26.722222222222214,18.33333333333333,60.7,10.621644,1015.917,0.0,1,2023
3,3,27.722222222222225,18.111111111111107,56.9,8.85137,1012.53061,0.0,1,2023
4,4,27.444444444444446,17.944444444444443,57.0,10.943512,1012.53061,0.0,1,2023
5,5,26.888888888888893,17.444444444444443,56.0,19.473014,1012.53061,0.0,1,2023
6,6,25.55555555555556,14.72222222222222,51.7,15.127796,1012.53061,0.0,1,2023
7,7,26.888888888888893,15.833333333333334,50.5,9.816974,1012.53061,0.0,1,2023
8,8,28.05555555555556,17.555555555555557,53.2,10.299776,1012.53061,0.0,1,2023
9,9,28.22222222222222,20.55555555555556,63.3,12.230984,1012.53061,0.0,1,2023
10,10,25.944444444444443,21.722222222222214,76.9,12.87472,1012.53061,0.0,1,2023
11,11,27.0,21.77777777777778,73.3,8.85137,1009.14422,0.0,1,2023
12,12,27.944444444444443,22.16666666666667,72.5,9.65604,1012.53061,0.0,1,2023
13,13,28.166666666666668,22.0,70.9,10.46071,1009.14422,0.0,1,2023
14,14,28.111111111111107,19.83333333333333,64.4,7.563898,1009.14422,0.0,1,2023
15,15,27.77777777777778,19.88888888888889,64.4,8.368568,1009.14422,0.0,1,2023
16,16,27.83333333333333,19.444444444444443,62.6,9.334172,1012.53061,0.0,1,2023
17,17,27.5,18.05555555555556,57.0,15.610598,1012.53061,0.0,1,2023
18,18,26.611111111111114,15.833333333333334,52.3,12.713786,1012.53061,0.0,1,2023
19,19,26.5,16.944444444444443,55.7,11.104446,1012.53061,0.0,1,2023
20,20,27.33333333333333,15.72222222222222,50.3,10.46071,1012.53061,0.0,1,2023
21,21,27.0,15.22222222222222,49.9,7.402963999999999,1009.14422,0.0,1,2023
22,22,28.111111111111107,15.666666666666666,49.1,7.724831999999999,1009.14422,0.0,1,2023
23,23,28.33333333333333,17.38888888888889,52.0,17.380872,1009.14422,0.0,1,2023
24,24,24.55555555555556,13.61111111111111,51.0,18.990212,1012.53061,0.0,1,2023
25,25,26.22222222222222,14.22222222222222,48.6,7.724831999999999,1012.53061,0.0,1,2023
26,26,27.27777777777777,15.833333333333334,51.5,12.391918,1012.53061,0.0,1,2023
27,27,25.055555555555557,15.0,54.1,19.794882,1012.53061,0.0,1,2023
28,28,23.61111111111111,12.555555555555555,50.3,18.50741,1012.53061,0.0,1,2023
29,29,22.944444444444443,11.555555555555554,49.5,11.104446,1012.53061,0.0,1,2023
30,30,25.33333333333333,12.27777777777778,45.1,6.598293999999999,1012.53061,0.0,1,2023
0,0,26.5,14.88888888888889,51.0,6.276426,1009.14422,0.0,2,2023
1,1,28.5,19.27777777777778,59.8,6.759228,1009.14422,0.0,2,2023
2,2,28.77777777777778,21.55555555555556,65.8,10.299776,1009.14422,0.0,2,2023
3,3,28.83333333333333,22.83333333333333,71.3,10.782578,1009.14422,0.0,2,2023
4,4,28.83333333333333,21.888888888888893,67.8,9.334172,1009.14422,0.0,2,2023
5,5,28.944444444444443,22.61111111111111,70.1,14.001257999999998,1009.14422,0.0,2,2023
6,6,28.77777777777778,22.05555555555556,68.3,15.449664,1009.14422,0.0,2,2023
7,7,29.05555555555556,22.0,67.6,12.713786,1009.14422,0.0,2,2023
8,8,28.88888888888889,22.555555555555557,70.2,16.0934,1009.14422,0.0,2,2023
9,9,28.944444444444443,22.11111111111111,68.3,14.323126,1009.14422,0.0,2,2023
10,10,29.38888888888889,21.333333333333336,64.3,15.610598,1009.14422,0.0,2,2023
11,11,29.166666666666668,22.0,66.9,16.576202000000002,1009.14422,0.0,2,2023
12,12,29.05555555555556,22.5,68.7,14.323126,1009.14422,0.0,2,2023
13,13,29.38888888888889,22.666666666666668,69.2,12.391918,1009.14422,0.0,2,2023
14,14,26.05555555555556,23.33333333333333,86.2,10.299776,1012.53061,0.0,2,2023
15,15,26.444444444444443,21.27777777777778,74.4,12.391918,1012.53061,0.0,2,2023
16,16,26.888888888888893,19.33333333333333,64.4,12.552852,1012.53061,0.0,2,2023
17,17,27.83333333333333,18.05555555555556,56.6,9.334172,1012.53061,0.0,2,2023
18,18,29.0,19.111111111111114,56.9,8.0467,1012.53061,0.0,2,2023
19,19,28.77777777777778,18.5,54.5,12.552852,1012.53061,0.0,2,2023
20,20,28.5,18.5,56.2,10.621644,1012.53061,0.0,2,2023
21,21,28.83333333333333,17.88888888888889,53.4,11.909116,1012.53061,0.0,2,2023
22,22,29.166666666666668,16.88888888888889,48.3,8.207633999999999,1012.53061,0.0,2,2023
23,23,29.72222222222222,16.444444444444443,47.8,10.299776,1009.14422,0.0,2,2023
24,24,28.22222222222222,16.555555555555557,49.0,18.990212,1012.53061,0.0,2,2023
25,25,26.27777777777778,14.72222222222222,49.4,21.082354,1015.917,0.0,2,2023
26,26,25.72222222222222,15.333333333333334,53.3,14.48406,1015.917,0.0,2,2023
27,27,27.38888888888889,16.444444444444443,52.3,8.690436,1015.917,0.0,2,2023
0,0,29.05555555555556,17.444444444444443,50.5,8.0467,1012.53061,0.0,3,2023
1,1,30.33333333333333,16.666666666666668,45.3,12.552852,1012.53061,0.0,3,2023
2,2,28.77777777777778,16.11111111111111,47.1,12.07005,1015.917,0.0,3,2023
3,3,28.05555555555556,16.444444444444443,50.4,12.713786,1015.917,0.0,3,2023
4,4,28.166666666666668,16.61111111111111,50.3,11.26538,1015.917,0.0,3,2023
5,5,28.55555555555556,18.000000000000004,54.1,8.690436,1012.53061,0.0,3,2023
6,6,28.83333333333333,18.88888888888889,58.0,6.598293999999999,1012.53061,0.0,3,2023
7,7,29.33333333333333,21.333333333333336,65.4,8.690436,1012.53061,0.0,3,2023
