,temp_avg,dew_avg,hum_avg,wind_speed_avg,pressure_avg,precip,month,year
0,30.27777777777778,23.166666666666668,66.2,12.552852,1005.75783,0.0,8,2017
1,29.88888888888889,23.22222222222222,68.6,10.943512,1005.75783,0.0,8,2017
2,29.444444444444443,23.944444444444443,72.6,11.104446000000001,1005.75783,0.0,8,2017
3,29.5,23.88888888888889,72.4,15.610598,1002.3714400000001,0.0,8,2017
4,29.22222222222222,24.0,74.2,17.219938,1005.75783,0.0,8,2017
5,28.61111111111111,24.111111111111114,77.4,10.299776000000001,1009.14422,0.0,8,2017
6,28.5,23.833333333333336,77.0,9.334171999999999,1009.14422,0.0,8,2017
7,28.833333333333332,24.0,76.1,9.173238,1009.14422,0.0,8,2017
8,29.944444444444443,22.944444444444443,67.3,9.65604,1009.14422,0.0,8,2017
9,30.11111111111111,22.88888888888889,66.3,10.782578,1009.14422,0.0,8,2017
10,29.166666666666668,23.000000000000004,70.5,11.426314,1009.14422,0.0,8,2017
11,30.166666666666668,21.944444444444443,61.5,10.782578,1009.14422,0.0,8,2017
12,30.833333333333332,22.77777777777778,62.3,9.816974,1009.14422,0.0,8,2017
13,30.5,23.77777777777778,68.3,9.977908000000001,1009.14422,0.0,8,2017
14,30.055555555555557,24.61111111111111,72.8,14.805927999999998,1009.14422,0.0,8,2017
15,26.833333333333332,22.277777777777775,75.8,10.46071,1005.75783,0.0,8,2017
16,27.333333333333332,23.388888888888886,80.4,12.230984,1005.75783,0.0,8,2017
17,28.5,22.61111111111111,71.5,8.85137,1005.75783,0.0,8,2017
18,28.88888888888889,22.16666666666667,68.3,10.299776000000001,1009.14422,0.0,8,2017
19,28.666666666666668,22.944444444444443,72.4,10.782578,1005.75783,0.0,8,2017
20,29.27777777777778,22.61111111111111,67.8,10.943512,1005.75783,0.0,8,2017
21,29.77777777777778,22.5,66.0,12.07005,1005.75783,0.0,8,2017
22,28.72222222222222,22.77777777777778,71.5,11.587248,1005.75783,0.0,8,2017
23,28.944444444444443,23.555555555555557,73.8,9.495106,1005.75783,0.0,8,2017
24,29.333333333333332,23.22222222222222,70.8,10.299776000000001,1005.75783,0.0,8,2017
25,28.055555555555557,23.388888888888886,77.8,9.977908000000001,1005.75783,0.0,8,2017
26,27.444444444444446,22.77777777777778,77.5,9.65604,1005.75783,0.0,8,2017
27,27.77777777777778,22.666666666666668,75.6,9.977908000000001,1005.75783,0.0,8,2017
28,27.333333333333332,22.11111111111111,74.4,8.529501999999999,1009.14422,0.0,8,2017
29,28.944444444444443,23.22222222222222,72.3,13.67939,1009.14422,0.0,8,2017
30,29.055555555555557,23.055555555555557,70.9,10.943512,1009.14422,0.0,8,2017
